ID              Name                                     Data                 Title                    
20150154520     Federgreen, Warren Ross, et al.          June 4, 2015         Automated Data Breach Notification

20150169318     NASH, Peter                              June 18, 2015        METHOD AND SYSTEM FOR MODIFYING DEPLOYED APPLICATIONS

20150172296     Fujioka, Robb                            June 18, 2015        SYSTEMS AND METHODS FOR DEVICE CONFIGURATION AND ACTIVATION WITH AUTOMATED PRIVACY LAW COMPLIANCE

20150178740     Borawski, Albert T., et al.              June 25, 2015        METHODS AND APPARATUS TO IDENTIFY USERS ASSOCIATED WITH DEVICE APPLICATION USAGE

20150199534     Francis, Gordon Eric, et al.             July 16, 2015        Secure Storage System and Uses Thereof

20150199541     Koch, Christopher James, et al.          July 16, 2015        METHOD AND SYSTEM FOR SECURED COMMUNICATION OF PERSONAL INFORMATION

20150199702     Singh, Ankit                             July 16, 2015        SYSTEMS AND METHODS FOR USING TRANSACTION DATA ASSOCIATED WITH A LOYALTY PROGRAM IDENTIFIER TO CONDUCT A PURCHASE TRANSACTION

20150229664     HAWTHORN, Trevor Tyler, et al.           August 13, 2015      ASSESSING SECURITY RISKS OF USERS IN A COMPUTING NETWORK

20150235049     Cohen, Simona, et al.                    August 20, 2015      Maintaining Data Privacy in a Shared Data Storage System

20150235050     Wouhaybi, Rita H., et al.                August 20, 2015      CONTEXT-AWARE PRIVACY METER

20150235283     Nishikawa, Hiroshi                       August 20, 2015      COMMODITY SALES DATA PROCESSING APPARATUS AND COMPUTER PROGRAM

20150242778     Wilcox, Richard E., et al.               August 27, 2015      Vendor Management System 

20150242858     Smith, Mackenzie M., et al.              August 27, 2015      Risk Assessment On A Transaction Level

20150254597     Jahagirdar, Ketan R.                     September 10, 2015   Systems and Methods for Project Planning and Management

20150261887     Joukov, Nikolai                          September 17, 2015   ANALYSIS OF DATA FLOWS IN COMPLEX ENTERPRISE IT ENVIRONMENTS

20150262189     Vergeer, Adrianus Marinus Hendrikus (Menno) September 17, 2015   ONLINE COMMUNITY-BASED KNOWLEDGE CERTIFICATION METHOD AND SYSTEM

20150264417     Spitz, Robert K., et al.                 September 17, 2015   APPARATUS AND METHOD FOR AUTOMATIC PROVISIONING OF MERCHANDISE

20150269384     Holman, Pablos, et al.                   September 24, 2015   DEVICES, METHODS, AND SYSTEMS FOR MANAGING REPRESENTATIONS OF ENTITIES THROUGH USE OF PRIVACY INDICATORS

20150309813     Patel, Vimal Ashwinkumar                 October 29, 2015     A System for analyzing applications in order to find security and quality issues

20150310227     ISHIDA, Tetsuro, et al.                  October 29, 2015     INFORMATION PROCESSING SYSTEM AND INFORMATION PROCESSING METHOD

20150310575     Shelton, Robert                          October 29, 2015     SYSTEM AND METHOD FOR CONTROLLING COMMUNICATION OF PRIVATE INFORMATION OVER A NETWORK

20150356362     DEMOS, Stavros                           December 10, 2015    PERSONAL ELECTRONIC DEVICE FOR PERFORMING MULTIMODAL IMAGING FOR NON-CONTACT IDENTIFICATION OF MULTIPLE BIOMETRIC TRAITS

20150379430     DIRAC, LEO PARKER, et al.                December 31, 2015    EFFICIENT DUPLICATE DETECTION FOR MACHINE LEARNING DATA SETS

20160012465     Sharp, Jeffrey A.                        January 14, 2016     SYSTEM AND METHOD FOR DISTRIBUTING, RECEIVING, AND USING FUNDS OR CREDITS AND APPARATUS THEREOF

20160026394     GOTO, Masataka                           January 28, 2016     IMAGE PROCESSING DEVICE, DATA ACCESSING METHOD, AND COMPUTER PROGRAM PRODUCT

20160034918     Bjelajac, Cris, et al.                   February 4, 2016     SYSTEM AND METHOD FOR MANAGING CUSTOMER FEEDBACK

20160048700     Stransky-Heilkron, Philippe              February 18, 2016    SECURING PERSONAL INFORMATION

20160050213     Storr, James Robert                      February 18, 2016    SYSTEM, METHOD, COMPUTER PROGRAM AND DATA SIGNAL FOR THE PROVISION OF A PROFILE OF IDENTIFICATION

20160063523     Nistor, Diana Ioana, et al.              March 3, 2016        FEEDBACK INSTRUMENT MANAGEMENT SYSTEMS AND METHODS

20160063567     SRIVASTAVA, Ashok N.                     March 3, 2016        MARKETING PLATFORM THAT IDENTIFIES PARTICULAR USER ATTRIBUTES FOR MARKETING PURPOSES

20160071112     UNSER, Kenneth                           March 10, 2016       METHOD AND SYSTEM FOR PROVIDING TRANSPARENCY IN DATA COLLECTION AND USAGE

20160099963     Mahaffey, Kevin Patrick, et al.          April 7, 2016        METHODS AND SYSTEMS FOR SHARING RISK RESPONSES BETWEEN COLLECTIONS OF MOBILE COMMUNICATIONS DEVICES

20160103963     MISHRA, VARUN                            April 14, 2016       METHOD AND SYSTEM FOR SMART HEALTHCARE MANAGEMENT

20160125550     JOAO, RAYMOND ANTHONY, et al.            May 5, 2016          APPARATUS AND METHOD FOR PROCESSING AND/OR FOR PROVIDING HEALTHCARE INFORMATION AND/OR HEALTHCARE-RELATED INFORMATION

20160125749     Delacroix, Erin Louise, et al.           May 5, 2016          USER INTERFACE FOR A/B TESTING

20160125751     Barker, Kevin S., et al.                 May 5, 2016          ANSWER MANAGEMENT IN A QUESTION-ANSWERING ENVIRONMENT

20160140466     Sidebottom, Peter, et al.                May 19, 2016         DIGITAL DATA SYSTEM FOR PROCESSING, MANAGING AND MONITORING OF RISK SOURCE DATA

20160143570     Valacich, Joseph S., et al.              May 26, 2016         AUTOMATED DETECTION METHOD FOR INSIDER THREAT

20160148143     Anderson, Eric M., et al.                May 26, 2016         PRIORITIZING WORKLOAD    

20160162269     Pogorelik, Oleg, et al.                  June 9, 2016         SECURITY EVALUATION AND USER INTERFACE FOR APPLICATION INSTALLATION

20160164915     Cook, Michael                            June 9, 2016         PRIVACY POLICY RATING SYSTEM

20160180386     Konig, Francis                           June 23, 2016        SYSTEM AND METHOD FOR CLOUD BASED PAYMENT INTELLIGENCE

20160188450     Appusamy, Rameshkumar, et al.            June 30, 2016        AUTOMATED APPLICATION TEST SYSTEM

20160196189     Miyagi, Koyo, et al.                     July 7, 2016         FAILURE MONITORING DEVICE, COMPUTER-READABLE RECORDING MEDIUM, AND FAILURE MONITORING METHOD

20160225000     Glasgow, Jay O.                          August 4, 2016       CONSENT VALUATION        

20160232465     Kurtz, Kenneth, et al.                   August 11, 2016      SUBSCRIBER-BASED SYSTEM FOR CUSTOM EVALUATIONS OF BUSINESS RELATIONSHIP RISK

20160232534     LACEY, Stuart H., et al.                 August 11, 2016      Systems and Methods for Generating an Auditable Digital Certificate

20160234319     Griffin, Keith                           August 11, 2016      COLLABORATION TECHNIQUES BETWEEN PARTIES USING ONE OR MORE COMMUNICATION MODALITIES

20160246991     Bell, Wanda, et al.                      August 25, 2016      Systems and Methods for Automated Data Privacy Compliance

20160255139     Rathod, Yogesh Chunilal                  September 1, 2016    Structured updated status, requests, user data & programming based presenting & accessing of connections or connectable users or entities and/or link(s)

20160261631     Vissamsetty, Venu, et al.                September 8, 2016    EMULATING SHELLCODE ATTACKS

20160262163     GONZALEZ GARRIDO, Jose Ayub, et al.      September 8, 2016    SYSTEM AND METHOD FOR DECENTRALIZED CONTROL OF WIRELESS NETWORKS

20160292621     Ciccone, Lisa, et al.                    October 6, 2016      AUTOMATICALLY IDENTIFYING A PROJECT'S STAFFING-AVAILABILITY RISK

20160321582     Broudou, Julian, et al.                  November 3, 2016     DEVICE, PROCESS AND SYSTEM FOR RISK MITIGATION

20160321748     Mahatma, Shilpa, et al.                  November 3, 2016     METHOD FOR MARKET RISK ASSESSMENT FOR HEALTHCARE APPLICATIONS

20160330237     Edlabadkar, Abhay                        November 10, 2016    System and Method for Blocking Internet Data Brokers and Networks

20160342811     Whitcomb, Wayne, et al.                  November 24, 2016    Secure Storage and Access to Sensitive Data

20160364736     Maugans, III, Harry Russell              December 15, 2016    METHOD AND SYSTEM FOR PROVIDING BUSINESS INTELLIGENCE BASED ON USER BEHAVIOR

20160370954     Burningham, Wesley Jarrett, et al.       December 22, 2016    RECOMPOSING SURVEY QUESTIONS FOR DISTRIBUTION VIA MULTIPLE DISTRIBUTION CHANNELS

20160378762     Rohter, Alon                             December 29, 2016    METHODS AND SYSTEMS FOR IDENTIFYING MEDIA ASSETS

20160381064     CHAN, YUK L., et al.                     December 29, 2016    MANAGING DATA PRIVACY AND INFORMATION SAFETY

20160381560     MARGALIOT, Nachshon                      December 29, 2016    SYSTEMS AND METHODS FOR DERIVATIVE FRAUD DETECTION CHALLENGES IN MOBILE DEVICE TRANSACTIONS

20170004055     Horan, Scott M., et al.                  January 5, 2017      SYNCHRONIZING REPLICATED STORED DATA

20170032395     Kaufman, Scott, et al.                   February 2, 2017     SYSTEM AND METHOD FOR DYNAMICALLY CREATING, UPDATING AND MANAGING SURVEY QUESTIONS

20170032408     Kumar, Ankesh, et al.                    February 2, 2017     AUTOMATED SUBSCRIBER ENGAGEMENT

20170034101     Kumar, Ankesh, et al.                    February 2, 2017     AGGREGATE ELECTRONIC MAIL MESSAGE HANDLING

20170041324     Ionutescu, Cipriano, et al.              February 9, 2017     SYSTEMS AND METHODS FOR PERSONAL PROPERTY INFORMATION MANAGEMENT

20170046399     SANKARANARASIMHAN, Manikandan, et al.    February 16, 2017    Discovery of Application States

20170046753     Deupree, IV, William J.                  February 16, 2017    PROVISIONING AN INTERACTIVE FEEDBACK SERVICE VIA A NETWORK

20170068785     Experton, Bettina, et al.                March 9, 2017        SECURE REAL-TIME HEALTH RECORD EXCHANGE

20170093917     Chandra, Sekhar Sumanth Gorajala, et al. March 30, 2017       CENTRALIZED MANAGEMENT AND ENFORCEMENT OF ONLINE BEHAVIORAL TRACKING POLICIES

20170115864     Thomas, George, et al.                   April 27, 2017       VISUAL FORM DESIGNER     

20170124570     Nidamanuri, Srinivasarao, et al.         May 4, 2017          SYSTEMS AND METHODS FOR FEEDING A PREVIOUS CASE ACTION FOR A DECISION OF CONFIRMING FINANCIAL TRANSACTIONS

20170140174     Lacey, Stuart H., et al.                 May 18, 2017         Systems and Methods for Obtaining Authorization to Release Personal Information Associated with a User

20170140467     Neag, Peter, et al.                      May 18, 2017         INTERACTIVE DATA MANAGEMENT SYSTEM

20170142158     LAOUTARIS, Nikolaos, et al.              May 18, 2017         METHOD, A DEVICE AND COMPUTER PROGRAM PRODUCTS FOR PROTECTING PRIVACY OF USERS FROM WEB-TRACKERS

20170142177     HU, Chaoping                             May 18, 2017         METHOD AND SYSTEM FOR NETWORK DISPATCHING

20170154188     MEIER, Philipp, et al.                   June 1, 2017         CONTEXT-SENSITIVE COPY AND PASTE BLOCK

20170161520     Lockhart, III, Lester Leland, et al.     June 8, 2017         Systems and Methods of Determining Compromised Identity Information

20170171235     Mulchandani, Shaan, et al.               June 15, 2017        CONNECTED SECURITY SYSTEM

20170177324     FRANK, Martin Robert, et al.             June 22, 2017        MAINTAINING DEPLOYMENT PIPELINES FOR A PRODUCTION COMPUTING SERVICE USING LIVE PIPELINE TEMPLATES

20170180378     Tyler, Simon Paul, et al.                June 22, 2017        MEDIATED ACCESS TO RESOURCES

20170180505     Shaw, Venson, et al.                     June 22, 2017        METHOD, COMPUTER-READABLE STORAGE DEVICE AND APPARATUS FOR STORING PRIVACY INFORMATION

20170193624     Tsai, John                               July 6, 2017         PERSONAL INFORMATION CERTIFICATION AND MANAGEMENT SYSTEM

20170201518     Holmqvist, Karl, et al.                  July 13, 2017        METHOD AND SYSTEM FOR REAL-TIME AUTHENTICATION OF USER ACCESS TO A RESOURCE

20170206707     Guay, Anthony, et al.                    July 20, 2017        VIRTUAL REALITY ANALYTICS PLATFORM

20170208084     Steelman, Doug M., et al.                July 20, 2017        System and Method for Attribution of Actors to Indicators of Threats to a Computer System and Prediction of Future Threat Actions

20170220685     Yan, Hailun, et al.                      August 3, 2017       FACILITATING DATA MODEL ACCELERATION IN ASSOCIATION WITH AN EXTERNAL DATA SYSTEM

20170220964     Datta Ray, Partha                        August 3, 2017       PERVASIVE, DOMAIN AND SITUATIONAL-AWARE, ADAPTIVE, AUTOMATED, AND COORDINATED BIG DATA ANALYSIS, CONTEXTUAL LEARNING AND PREDICTIVE CONTROL OF BUSINESS  AND OPERATIONAL RISKS AND SECURITY

20170249710     GUILLAMA, Noel J., et al.                August 31, 2017      EPISODIC SOCIAL NETWORKS 

20170269791     Meyerzon, Dmitriy, et al.                September 21, 2017   User Interfaces for Personalized Content Recommendation

20170270318     Ritchie, Stuart                          September 21, 2017   PRIVACY IMPACT ASSESSMENT SYSTEM AND ASSOCIATED METHODS

20170278004     McElhinney, Adam, et al.                 September 28, 2017   Computer Systems and Methods for Creating Asset-Related Tasks Based on Predictive Models

20170278117     WALLACE, Catriona, et al.                September 28, 2017   CUSTOMER EXPERIENCE PERSONALISATION MANAGEMENT PLATFORM

20170286719     Krishnamurthy, Balachander, et al.       October 5, 2017      Tailored Protection of Personally Identifiable Information

20170287031     Barday, Kabir A.                         October 5, 2017      DATA PROCESSING AND COMMUNICATION SYSTEMS AND METHODS FOR OPERATIONALIZING PRIVACY COMPLIANCE AND REGULATION AND RELATED SYSTEMS AND METHODS

20170289199     Barday, Kabir A.                         October 5, 2017      DATA PROCESSING SYSTEMS AND METHODS FOR EFFICIENTLY COMMUNICATING DATA FLOWS IN PRIVACY CAMPAIGNS

20170308875     O'Regan, Alan Joseph, et al.             October 26, 2017     SYSTEMS AND METHODS FOR INITIATING PAYMENTS IN FAVOUR OF A PAYEE ENTITY

20170316400     Venkatakrishnan, Poornima, et al.        November 2, 2017     USER AUTHENTICATION USING A BROWSER COOKIE SHARED BETWEEN A BROWSER AND AN APPLICATION

20170330197     DiMaggio, John P., et al.                November 16, 2017    METHODS AND SYSTEMS FOR MANAGING COMPLIANCE PLANS

20170353404     HODGE, Stephen L.                        December 7, 2017     PERSONALIZED CHATBOTS FOR INMATES

20180032757     Michael, Azeem                           February 1, 2018     Health Status Matching System and Method

20180039975     Hefetz, Guy                              February 8, 2018     METHOD OF REDUCING FRAUD IN ON-LINE TRANSACTIONS

20180041498     KIKUCHI, Ryota                           February 8, 2018     PROGRAM, METHOD AND SYSTEM FOR AUTHENTICATING CONTROL DEVICE

20180046753     Shelton, Robert                          February 15, 2018    SYSTEM, METHOD AND APPARATUS TO ENHANCE PRIVACY AND ENABLE BROAD SHARING OF BIOINFORMATIC DATA

20180063174     Grill, Martin, et al.                    March 1, 2018        ILLEGITIMATE TYPOSQUATTING DETECTION WITH INTERNET PROTOCOL INFORMATION

20180063190     Wright, Jordan, et al.                   March 1, 2018        METHOD FOR IDENTIFYING PHISHING WEBSITES AND HINDERING ASSOCIATED ACTIVITY

20180082368     Weinflash, Laura E., et al.              March 22, 2018       SYSTEM AND METHOD FOR DETECTING FRAUDULENT ACCOUNT ACCESS AND TRANSFERS

20180083843     Sambandam, Anand                         March 22, 2018       Method and System for Facilitating Management of Service Agreements for Consumer Clarity Over Multiple Channels

20180091476     Jakobsson, Bjorn Markus, et al.          March 29, 2018       MITIGATING COMMUNICATION RISK BY DETECTING SIMILARITY TO A TRUSTED MESSAGE CONTACT

20180131574     Jacobs, Jordan M., et al.                May 10, 2018         REMOTE SERVER MONITORING AND PATCHING SYSTEM

20180131658     Bhagwan, Varun, et al.                   May 10, 2018         SUBSCRIPTION TRANSFER    

20180146004     BELFIORE, JR., Anthony R., et al.        May 24, 2018         SYSTEMS AND METHODS FOR CYBERSECURITY RISK ASSESSMENT

20180165637     Romero, Alberto, et al.                  June 14, 2018        COMPUTER-IMPLEMENTED SYSTEM AND METHODS FOR SECURE PACKAGE DELIVERY

20180198614     NEUMANN, Libor                           July 12, 2018        METHOD FOR MAPPING AT LEAST TWO AUTHENTICATION DEVICES TO A USER ACCOUNT USING AN AUTHENTICATION SERVER

20180219917     Chiang, Mung                             August 2, 2018       RECOMMENDATIONS FOR SECURITY ASSOCIATED WITH ACCOUNTS

20180239500     Allen, Morgan S., et al.                 August 23, 2018      Data Processing System with Machine Learning Engine to Provide Dynamic Interface Functions

20180248914     Sartor, Mark A.                          August 30, 2018      MONITORING A PRIVACY RATING FOR AN APPLICATION OR WEBSITE

20180285887     Maung, Crispen                           October 4, 2018      COMPUTING SYSTEMS FOR HETEROGENEOUS REGULATORY CONTROL COMPLIANCE MONITORING AND AUDITING

20180301222     DEW, SR., DOUGLAS K., et al.             October 18, 2018     METHOD AND PLATFORM/SYSTEM FOR CREATING A WEB-BASED FORM THAT INCORPORATES AN EMBEDDED KNOWLEDGE BASE, WHEREIN THE FORM PROVIDES AUTOMATIC FEEDBACK TO A USER DURING AND FOLLOWING COMPLETION OF THE FORM

20180307859     LaFever, Malcolm Gary, et al.            October 25, 2018     SYSTEMS AND METHODS FOR ENFORCING CENTRALIZED PRIVACY CONTROLS IN DE-CENTRALIZED SYSTEMS

20180349583     Turgeman, Avi, et al.                    December 6, 2018     System, Device, and Method of Determining Personal Characteristics of a User

20180351888     Howard, Michael Maiclein                 December 6, 2018     Electronic Communication Platform

20180352003     Winn, Adam Gregory, et al.               December 6, 2018     Network Access Control with Compliance Policy Check

20180357243     YOON, Seong Min                          December 13, 2018    COLLECTIVE INTELLIGENCE CONVERGENCE SYSTEM AND METHOD THEREOF

20180365720     Goldman, Dov Joseph, et al.              December 20, 2018    CONTROLS MODULE          

20180374030     Barday, Kabir A., et al.                 December 27, 2018    DATA PROCESSING SYSTEMS FOR CALCULATING AND COMMUNICATING COST OF FULFILLING DATA SUBJECT ACCESS REQUESTS AND RELATED METHODS

20180375814     HART, Caitlin                            December 27, 2018    TRACKING AND CONTROLLING MASS COMMUNICATIONS

20190005210     Wiederspohn, Joerg, et al.               January 3, 2019      CENTRALIZED CONSENT MANAGEMENT

20190012672     FRANCESCO, Viola                         January 10, 2019     METHOD AND SYSTEM FOR ENHANCING THE SECURITY OF A TRANSACTION

20190019184     Lacey, Stuart H., et al.                 January 17, 2019     Systems for Generating an Auditable Digital Certificate

20190050547     Welsh, Tyler C., et al.                  February 14, 2019    Systems and Methods for Authenticating Users in Virtual Reality Settings

20190087570     Sloane, Brandon                          March 21, 2019       SYSTEM FOR GENERATION AND EXECUTION OF EVENT IMPACT MITIGATION

20190096020     Barday, Kabir A., et al.                 March 28, 2019       CONSENT RECEIPT MANAGEMENT SYSTEMS AND RELATED METHODS

20190108353     Sadeh, Norman, et al.                    April 11, 2019       Personalized Privacy Assistant

20190130132     Barbas, Pedro, et al.                    May 2, 2019          RUNTIME CONTROL OF AUTOMATION ACCURACY USING ADJUSTABLE THRESHOLDS

20190138496     YAMAGUCHI, Hiroshi                       May 9, 2019          DATA MIGRATION SYSTEM AND DATA MIGRATION METHOD

20190148003     VAN HOE, Lieven                          May 16, 2019         METHOD AND SYSTEM FOR RADIOLOGY REPORTING

20190156053     Vogel, Matthias, et al.                  May 23, 2019         GENERAL DATA PROTECTION REGULATION (GDPR) INFRASTRUCTURE FOR MICROSERVICES AND PROGRAMMING MODEL

20190156058     VAN DYNE, Colette, et al.                May 23, 2019         DYNAMIC MANAGEMENT OF DATA WITH CONTEXT-BASED PROCESSING

20190180051     Barday, Kabir A., et al.                 June 13, 2019        CONSENT RECEIPT MANAGEMENT SYSTEMS AND RELATED METHODS

20190182294     Rieke, Malcolm, et al.                   June 13, 2019        UPDATING SECURITY CONTROLS OR POLICIES BASED ON ANALYSIS OF COLLECTED OR CREATED METADATA

20190188402     Wang, Ye, et al.                         June 20, 2019        DATA-DRIVEN PRIVACY-PRESERVING COMMUNICATION

20190266201     Barday, Kabir A., et al.                 August 29, 2019      DATA PROCESSING SYSTEMS FOR FULFILLING DATA SUBJECT ACCESS REQUESTS AND RELATED METHODS

20190266350     Barday, Kabir A., et al.                 August 29, 2019      DATA PROCESSING SYSTEMS FOR FULFILLING DATA SUBJECT ACCESS REQUESTS AND RELATED METHODS

20190268343     Barday, Kabir A., et al.                 August 29, 2019      DATA PROCESSING SYSTEMS FOR FULFILLING DATA SUBJECT ACCESS REQUESTS AND RELATED METHODS

20190268344     Barday, Kabir A., et al.                 August 29, 2019      DATA PROCESSING SYSTEMS FOR FULFILLING DATA SUBJECT ACCESS REQUESTS AND RELATED METHODS

20190272492     Elledge, Don, et al.                     September 5, 2019    Trusted Eco-system Management System

20190294818     Barday, Kabir A., et al.                 September 26, 2019   DATA PROCESSING SYSTEMS AND METHODS FOR AUDITING DATA REQUEST COMPLIANCE

20190332802     Barday, Kabir A., et al.                 October 31, 2019     DATA PROCESSING SYSTEMS FOR IDENTIFYING AND MODIFYING PROCESSES THAT ARE SUBJECT TO DATA SUBJECT ACCESS REQUESTS

20190332807     LaFever, Malcolm Gary, et al.            October 31, 2019     SYSTEMS AND METHODS FOR ENFORCING PRIVACY-RESPECTFUL, TRUSTED COMMUNICATIONS

20190333118     Crimmins, Andrew G., et al.              October 31, 2019     COGNITIVE PRODUCT AND SERVICE RATING GENERATION VIA PASSIVE COLLECTION OF USER FEEDBACK

20190362169     LIN, Heng-Yi, et al.                     November 28, 2019    METHOD FOR VERIFYING USER IDENTITY AND AGE

20190362268     Fogarty, David, et al.                   November 28, 2019    SYSTEM AND METHOD FOR SYNTHESIZING DATA

20190378073     LOPEZ, Melvin, et al.                    December 12, 2019    Business-Aware Intelligent Incident and Change Management

20190384934     KIM, Sang Yonn                           December 19, 2019    METHOD AND SYSTEM FOR PROTECTING PERSONAL INFORMATION INFRINGEMENT USING DIVISION OF AUTHENTICATION PROCESS AND BIOMETRIC AUTHENTICATION

20190392170     Barday, Kabir A., et al.                 December 26, 2019    DATA PROCESSING SYSTEMS AND METHODS FOR POPULATING AND MAINTAINING A CENTRALIZED DATABASE OF PERSONAL DATA

20190392171     Barday, Kabir A., et al.                 December 26, 2019    CONSENT RECEIPT MANAGEMENT SYSTEMS AND RELATED METHODS

20200020454     McGarvey, Kevin, et al.                  January 16, 2020     TELE-HEALTH NETWORKING, INTERACTION, AND CARE MATCHING TOOL AND METHODS OF USE

20200074471     Adjaoute, Akli                           March 5, 2020        METHOD FOR DETECTING MERCHANT DATA BREACHES WITH A COMPUTER NETWORK SERVER

20200082270     Gu, Zhongshu, et al.                     March 12, 2020       Verifiable Deep Learning Training Service

20200090197     Rodriguez, Juan C., et al.               March 19, 2020       SYSTEMS AND METHODS FOR PROACTIVELY RESPONDING TO VENDOR SECURITY ASSESSMENTS

20200092179     Chieu, Trieu C., et al.                  March 19, 2020       COMPLIANCE VALIDATION FOR SERVICES BASED ON USER SELECTION

20200110589     Bequet, Henry Gabriel Victor, et al.     April 9, 2020        MANY TASK COMPUTING WITH MESSAGE PASSING INTERFACE

20200137097     Zimmermann, Gil, et al.                  April 30, 2020       SYSTEM AND METHOD FOR SECURING AN ENTERPRISE COMPUTING ENVIRONMENT

20200143797     Manoharan, Hemanth Kumar, et al.         May 7, 2020          AUTOMATED CHAT BOT PROCESSING

20200183655     Barday, Kabir A., et al.                 June 11, 2020        DATA PROCESSING SYSTEMS FOR INTEGRATION OF CONSUMER FEEDBACK WITH DATA SUBJECT ACCESS REQUESTS AND RELATED METHODS

20200186355     DAVIES, Lars                             June 11, 2020        DISTRIBUTED TRANSACTION PROCESSING AND AUTHENTICATION SYSTEM

20200193018     Van Dyke, James                          June 18, 2020        DATA BREACH SCORE AND METHOD

20200193022     Lunsford, Anderson, et al.               June 18, 2020        Breach Response Data Management System and Method

20200210558     Barday, Kabir A., et al.                 July 2, 2020         CONSENT RECEIPT MANAGEMENT SYSTEMS AND RELATED METHODS

20200210620     Haletky, Edward L.                       July 2, 2020         SYSTEM FOR ACTIVE AND PASSIVE MANAGEMENT OF LOCATION-BASED COPY DATA

20200220901     Barday, Kabir A., et al.                 July 9, 2020         DATA PROCESSING SYSTEMS FOR DATA-TRANSFER RISK IDENTIFICATION, CROSS-BORDER VISUALIZATION GENERATION, AND RELATED METHODS

20200226196     Brannon, Jonathan Blake, et al.          July 16, 2020        DATA PROCESSING USER INTERFACE MONITORING SYSTEMS AND RELATED METHODS

20200242719     Lee, Jisoo                               July 30, 2020        SYSTEM AND METHOD OF ALLOCATING COMPUTING RESOURCES BASED ON JURISDICTION

20200252817     Brouillette, Nicholas, et al.            August 6, 2020       VISUAL PRIVACY SYSTEMS FOR ENTERPRISE MOBILITY MANAGEMENT

20200272764     Brannon, Jonathan Blake, et al.          August 27, 2020      DATA PROCESSING SYSTEMS FOR VERIFICATION OF CONSENT AND NOTICE PROCESSING AND RELATED METHODS

20200293679     Handy Bosma, John, et al.                September 17, 2020   Privacy Preserving Data Deletion

20200302089     Barday, Kabir A., et al.                 September 24, 2020   CONSENT RECEIPT MANAGEMENT SYSTEMS AND RELATED METHODS

20200311310     Barday, Kabir A., et al.                 October 1, 2020      CONSENT RECEIPT MANAGEMENT SYSTEMS AND RELATED METHODS

20200344243     Brannon, Jonathan Blake, et al.          October 29, 2020     CONSENT CONVERSION OPTIMIZATION SYSTEMS AND RELATED METHODS

20200356695     Brannon, Jonathan Blake, et al.          November 12, 2020    DATA PROCESSING SYSTEMS FOR VERIFICATION OF CONSENT AND NOTICE PROCESSING AND RELATED METHODS

20200364369     Brannon, Jonathan Blake, et al.          November 19, 2020    DATA SUBJECT ACCESS REQUEST PROCESSING SYSTEMS AND RELATED METHODS

20200372178     Barday, Kabir A., et al.                 November 26, 2020    DATA PROCESSING SYSTEMS AND METHODS FOR POPULATING AND MAINTAINING A CENTRALIZED DATABASE OF PERSONAL DATA

20200410117     Barday, Kabir A., et al.                 December 31, 2020    CONSENT RECEIPT MANAGEMENT SYSTEMS AND RELATED METHODS

20200410131     Barday, Kabir A., et al.                 December 31, 2020    CONSENT RECEIPT MANAGEMENT SYSTEMS AND RELATED METHODS

20200410132     Brannon, Jonathan Blake, et al.          December 31, 2020    DATA PROCESSING SYSTEMS FOR CENTRAL CONSENT REPOSITORY AND RELATED METHODS

20210012341     GARG, Chandan, et al.                    January 14, 2021     METHOD AND SYSTEM FOR BLOCKING AND UNBLOCKING MERCHANTS FOR FUTURE TRANSACTIONS

11074367        Brannon, et al.                          July 27, 2021        Data processing systems for identity validation for consumer rights requests and related methods

5757685         Ohuchi                                   May 26, 1998         Data processing system capable of processing long word data

20110190009     Gerber, JR., Robert B., et al.           August 4, 2011       SYSTEM AND METHOD FOR LOCATION PRIVACY AND LOCATION INFORMATION MANAGEMENT OVER WIRELESS SYSTEMS

20140250537     Siris, Marc                              September 4, 2014    SYSTEMS, METHODS, AND COMPUTER PROGRAM PRODUCTS FOR DATA GOVERNANCE AND LICENSING

